2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:361 | Administrative prediction history retrieval started: user_id=None page=1 page_size=10 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:148 | Admin user deactivation completed: user_id=ee742d92-3814-4327-9a13-3f42664e4b78
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history status_code=401 duration_ms=5.99 client_ip=testclient request_id=1fff3dd8-900c-4b7b-8609-6bff49929201
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history "HTTP/1.1 401 Unauthorized"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history status_code=403 duration_ms=1.49 client_ip=testclient request_id=61a2f9b3-b04a-4db7-a80e-e9bd0759ecbc
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history "HTTP/1.1 403 Forbidden"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.history | history.py:184 | Admin history list requested: user_id=None page=1 page_size=20 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:361 | Administrative prediction history retrieval started: user_id=None page=1 page_size=20 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:382 | Administrative prediction history retrieval completed: user_id=None record_count=2 total_records=2 total_pages=1
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history status_code=200 duration_ms=2.27 client_ip=testclient request_id=8058b9dc-533c-470e-a169-869592920433
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.history | history.py:184 | Admin history list requested: user_id=None page=1 page_size=20 filtered=True
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:361 | Administrative prediction history retrieval started: user_id=None page=1 page_size=20 filtered=True
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:382 | Administrative prediction history retrieval completed: user_id=None record_count=1 total_records=1 total_pages=1
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history status_code=200 duration_ms=1.94 client_ip=testclient request_id=e5787298-0b83-4d90-a466-d1bf290ef907
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history?status=failed "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.history | history.py:184 | Admin history list requested: user_id=user-a page=1 page_size=20 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:361 | Administrative prediction history retrieval started: user_id=user-a page=1 page_size=20 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:382 | Administrative prediction history retrieval completed: user_id=user-a record_count=1 total_records=1 total_pages=1
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history status_code=200 duration_ms=1.91 client_ip=testclient request_id=7fb8053d-e2f7-41b2-8591-02769fc1019e
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history?user_id=user-a "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.history | history.py:184 | Admin history list requested: user_id=None page=1 page_size=2 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:361 | Administrative prediction history retrieval started: user_id=None page=1 page_size=2 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:382 | Administrative prediction history retrieval completed: user_id=None record_count=2 total_records=5 total_pages=3
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history status_code=200 duration_ms=2.54 client_ip=testclient request_id=2b2f4a6e-578a-476e-a964-6d8e5e575fe2
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history?page=1&page_size=2 "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.history | history.py:247 | Admin history detail requested: history_id=hist-1
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:409 | Administrative prediction history detail retrieval started: history_id=hist-1
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:416 | Administrative prediction history detail retrieval completed: history_id=hist-1 found=True
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history/hist-1 status_code=200 duration_ms=1.59 client_ip=testclient request_id=28a8895d-d183-41c4-8ed5-c2ff6e47874e
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history/hist-1 "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.history | history.py:247 | Admin history detail requested: history_id=does-not-exist
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:409 | Administrative prediction history detail retrieval started: history_id=does-not-exist
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:416 | Administrative prediction history detail retrieval completed: history_id=does-not-exist found=False
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/history/does-not-exist status_code=404 duration_ms=1.74 client_ip=testclient request_id=0175ce54-a6a0-4d44-908c-3daff844a83e
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/history/does-not-exist "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/system status_code=401 duration_ms=1.67 client_ip=testclient request_id=553232bf-f177-46f6-a6da-e7fca78ec85c
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/system "HTTP/1.1 401 Unauthorized"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/system status_code=403 duration_ms=1.29 client_ip=testclient request_id=3a3c1ba1-cce6-46b1-bde4-e65e763b932b
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/system "HTTP/1.1 403 Forbidden"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.system | system.py:67 | Admin system status requested.
2026-08-16 04:14:16 | INFO     | app.services.admin_system_service | admin_system_service.py:49 | Admin system status generated: database_connected=True
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/system status_code=200 duration_ms=1.68 client_ip=testclient request_id=ef74fa4c-2ecb-45e9-b99b-c4ea0c0de9c9
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/system "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.system | system.py:67 | Admin system status requested.
2026-08-16 04:14:16 | INFO     | app.services.admin_system_service | admin_system_service.py:49 | Admin system status generated: database_connected=True
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/system status_code=200 duration_ms=1.66 client_ip=testclient request_id=f9399e64-ba75-41d5-ba86-9d9d3691ec25
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/system "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users status_code=401 duration_ms=1.61 client_ip=testclient request_id=2fafa6c5-4584-4323-8392-c6b6914bb671
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users "HTTP/1.1 401 Unauthorized"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users status_code=403 duration_ms=1.49 client_ip=testclient request_id=071a004c-7e62-4363-9732-7368dda0095b
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users "HTTP/1.1 403 Forbidden"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:100 | Admin user list requested: page=1 page_size=20
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:68 | Admin user list retrieval started: page=1 page_size=20
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:82 | Admin user list retrieval completed: record_count=1 total_records=1
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users status_code=200 duration_ms=1.87 client_ip=testclient request_id=3cda0c5f-f6f1-43a4-9f71-efee27b077fc
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:100 | Admin user list requested: page=1 page_size=2
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:68 | Admin user list retrieval started: page=1 page_size=2
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:82 | Admin user list retrieval completed: record_count=2 total_records=4
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users status_code=200 duration_ms=1.88 client_ip=testclient request_id=ea6030ad-5126-44c6-8f76-b2f9893ca69e
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users?page=1&page_size=2 "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:151 | Admin user detail requested: user_id=2b30e73d-2d8e-4975-9d4d-a9fbde2c4662
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users/2b30e73d-2d8e-4975-9d4d-a9fbde2c4662 status_code=200 duration_ms=1.64 client_ip=testclient request_id=9c0ee9ce-c15b-4714-b9cf-c5b7b4678224
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users/2b30e73d-2d8e-4975-9d4d-a9fbde2c4662 "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:151 | Admin user detail requested: user_id=72459ab8-d47c-4d6f-82db-d35e5e4db3cf
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users/72459ab8-d47c-4d6f-82db-d35e5e4db3cf status_code=404 duration_ms=1.85 client_ip=testclient request_id=4146603e-048d-4746-8a52-baf78b649e6a
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users/72459ab8-d47c-4d6f-82db-d35e5e4db3cf "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:151 | Admin user detail requested: user_id=not-a-uuid
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/admin/users/not-a-uuid status_code=404 duration_ms=1.50 client_ip=testclient request_id=c1a649ed-8ee4-4dff-850e-6bdf9d053b53
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/admin/users/not-a-uuid "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:193 | Admin user activation requested: user_id=b75c142d-33a6-4492-a7a8-92420a30ca8e
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:112 | Admin user activation completed: user_id=b75c142d-33a6-4492-a7a8-92420a30ca8e
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/b75c142d-33a6-4492-a7a8-92420a30ca8e/activate status_code=200 duration_ms=1.57 client_ip=testclient request_id=f0f7588f-69ce-49c1-a897-4f7107c0ac16
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/b75c142d-33a6-4492-a7a8-92420a30ca8e/activate "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:193 | Admin user activation requested: user_id=22f79844-f0dd-4266-bce1-cb20487d08f9
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/22f79844-f0dd-4266-bce1-cb20487d08f9/activate status_code=404 duration_ms=1.50 client_ip=testclient request_id=e51cb60f-3cf4-4dac-8e86-c908087979a2
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/22f79844-f0dd-4266-bce1-cb20487d08f9/activate "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:250 | Admin user deactivation requested: user_id=7b937a17-c506-482f-a0ca-2700eefe1484 by=32f65683-4d0b-4990-8004-65dcfa5fe8fa
2026-08-16 04:14:16 | INFO     | app.services.admin_user_service | admin_user_service.py:148 | Admin user deactivation completed: user_id=7b937a17-c506-482f-a0ca-2700eefe1484
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/7b937a17-c506-482f-a0ca-2700eefe1484/deactivate status_code=200 duration_ms=1.58 client_ip=testclient request_id=89bfbfab-b5c3-408e-8981-fbec34a30faa
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/7b937a17-c506-482f-a0ca-2700eefe1484/deactivate "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:250 | Admin user deactivation requested: user_id=63503ade-ac3d-472e-b9a5-8c1c68145120 by=62858fc9-e8e5-428f-97eb-2ec1974182c5
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/63503ade-ac3d-472e-b9a5-8c1c68145120/deactivate status_code=404 duration_ms=1.61 client_ip=testclient request_id=5e4377e1-4044-4562-b120-afc0db94be12
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/63503ade-ac3d-472e-b9a5-8c1c68145120/deactivate "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:250 | Admin user deactivation requested: user_id=3e7a64d4-05b0-4b72-8b07-9efca7535ec1 by=3e7a64d4-05b0-4b72-8b07-9efca7535ec1
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/3e7a64d4-05b0-4b72-8b07-9efca7535ec1/deactivate status_code=400 duration_ms=1.74 client_ip=testclient request_id=80e30cf6-ad6d-421e-aa5c-2612ae7d2d80
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/3e7a64d4-05b0-4b72-8b07-9efca7535ec1/deactivate "HTTP/1.1 400 Bad Request"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:250 | Admin user deactivation requested: user_id=dea6de5a-b6a3-4fd4-ac27-15e6ea2bb574 by=d268c8cf-deb9-4beb-95a7-3256af6c1e4b
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/dea6de5a-b6a3-4fd4-ac27-15e6ea2bb574/deactivate status_code=409 duration_ms=1.71 client_ip=testclient request_id=f8183d67-3725-44d4-8773-bb80e0174315
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/dea6de5a-b6a3-4fd4-ac27-15e6ea2bb574/deactivate "HTTP/1.1 409 Conflict"
2026-08-16 04:14:16 | INFO     | app.api.v1.admin.users | users.py:250 | Admin user deactivation requested: user_id=not-a-uuid by=9037e072-cadf-491d-a118-8103b1d8990a
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=POST path=/api/v1/admin/users/not-a-uuid/deactivate status_code=404 duration_ms=1.61 client_ip=testclient request_id=48c4cda5-50f4-4e2d-b935-30f1c8e0f027
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: POST http://testserver/api/v1/admin/users/not-a-uuid/deactivate "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=401 duration_ms=1.73 client_ip=testclient request_id=a9fa542f-cf6b-408c-9caf-26267ff1b9b3
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 401 Unauthorized"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=403 duration_ms=1.35 client_ip=testclient request_id=8554b867-293c-4500-9216-1d5d0f686dbe
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 403 Forbidden"
2026-08-16 04:14:16 | INFO     | app.api.v1.monitoring | monitoring.py:79 | Monitoring status requested.
2026-08-16 04:14:16 | INFO     | app.services.monitoring_service | monitoring_service.py:90 | Monitoring status generated: overall=healthy database_connected=True runtime_operational=True total_requests=28 prediction_requests_total=0
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=200 duration_ms=1.90 client_ip=testclient request_id=870e65ea-ae50-4d1a-a4db-62cbb15e635e
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.monitoring | monitoring.py:79 | Monitoring status requested.
2026-08-16 04:14:16 | INFO     | app.services.monitoring_service | monitoring_service.py:90 | Monitoring status generated: overall=healthy database_connected=True runtime_operational=True total_requests=29 prediction_requests_total=0
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=200 duration_ms=1.94 client_ip=testclient request_id=0bc9fb3c-dafe-47bd-8206-03d2369f7b54
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.monitoring | monitoring.py:79 | Monitoring status requested.
2026-08-16 04:14:16 | INFO     | app.services.monitoring_service | monitoring_service.py:90 | Monitoring status generated: overall=healthy database_connected=True runtime_operational=True total_requests=30 prediction_requests_total=0
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=200 duration_ms=1.55 client_ip=testclient request_id=807aa94c-9ca0-4359-89c0-f4d6045d845e
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.monitoring | monitoring.py:79 | Monitoring status requested.
2026-08-16 04:14:16 | INFO     | app.services.monitoring_service | monitoring_service.py:90 | Monitoring status generated: overall=unhealthy database_connected=False runtime_operational=True total_requests=31 prediction_requests_total=0
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=200 duration_ms=2.12 client_ip=testclient request_id=e6487794-5ff7-4813-b1d7-37e63772ad81
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.monitoring | monitoring.py:79 | Monitoring status requested.
2026-08-16 04:14:16 | INFO     | app.services.monitoring_service | monitoring_service.py:90 | Monitoring status generated: overall=healthy database_connected=True runtime_operational=True total_requests=2 prediction_requests_total=2
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/monitoring status_code=200 duration_ms=1.59 client_ip=testclient request_id=2a3a4e7c-fce9-4dca-a099-562cdb65f93b
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/monitoring "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.history.router | router.py:385 | Prediction history detail retrieval requested: user_id=9f0c7661-6782-47dd-b56a-f8dfbc17be41 history_id=hist-0001
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:189 | Prediction history detail retrieval started: history_id=hist-0001 user_id=9f0c7661-6782-47dd-b56a-f8dfbc17be41
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:197 | Prediction history detail retrieval completed: history_id=hist-0001 user_id=9f0c7661-6782-47dd-b56a-f8dfbc17be41 found=True
2026-08-16 04:14:16 | INFO     | app.api.v1.history.router | router.py:401 | Prediction history detail retrieval completed: user_id=9f0c7661-6782-47dd-b56a-f8dfbc17be41 history_id=hist-0001
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/predictions/history/hist-0001 status_code=200 duration_ms=1.36 client_ip=testclient request_id=3523444f-b1ec-4f3e-a572-8268a339b766
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/predictions/history/hist-0001 "HTTP/1.1 200 OK"
2026-08-16 04:14:16 | INFO     | app.api.v1.history.router | router.py:385 | Prediction history detail retrieval requested: user_id=5ee67cf4-db24-4151-bb6a-97f520d8ae5e history_id=does-not-exist
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:189 | Prediction history detail retrieval started: history_id=does-not-exist user_id=5ee67cf4-db24-4151-bb6a-97f520d8ae5e
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:197 | Prediction history detail retrieval completed: history_id=does-not-exist user_id=5ee67cf4-db24-4151-bb6a-97f520d8ae5e found=False
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/predictions/history/does-not-exist status_code=404 duration_ms=1.46 client_ip=testclient request_id=fd68f7dd-9cb4-4331-acb4-592b3fddd7a2
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/predictions/history/does-not-exist "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.api.v1.history.router | router.py:385 | Prediction history detail retrieval requested: user_id=e16539dc-0467-44bd-b807-07a4cceda5e2 history_id=hist-0002
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:189 | Prediction history detail retrieval started: history_id=hist-0002 user_id=e16539dc-0467-44bd-b807-07a4cceda5e2
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:197 | Prediction history detail retrieval completed: history_id=hist-0002 user_id=e16539dc-0467-44bd-b807-07a4cceda5e2 found=False
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/predictions/history/hist-0002 status_code=404 duration_ms=1.46 client_ip=testclient request_id=2c3ee266-92a4-45a5-8b1e-68f0f5ffda1b
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/predictions/history/hist-0002 "HTTP/1.1 404 Not Found"
2026-08-16 04:14:16 | INFO     | app.middleware.logging | logging.py:27 | method=GET path=/api/v1/predictions/history/hist-0001 status_code=401 duration_ms=2.67 client_ip=testclient request_id=c1ee744d-7270-4e88-8f75-72e4a8b59c3d
2026-08-16 04:14:16 | INFO     | httpx | _client.py:1025 | HTTP Request: GET http://testserver/api/v1/predictions/history/hist-0001 "HTTP/1.1 401 Unauthorized"
2026-08-16 04:14:16 | INFO     | app.api.v1.history.router | router.py:297 | Prediction history retrieval requested: user_id=bf76395a-1924-4eec-ba0c-1775baee9bbb page=1 page_size=20 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:292 | Prediction history paginated retrieval started: user_id=bf76395a-1924-4eec-ba0c-1775baee9bbb page=1 page_size=20 filtered=False
2026-08-16 04:14:16 | INFO     | app.services.prediction_history_service | prediction_history_service.py:313 | Prediction history paginated retrieval completed: user_id=bf76395a-1924-4eec-ba0c-1775baee9bbb record_count=0 total_records=0 total_pages=0
2026-08-16 04:14:16 | INFO     | app.api.v1.history.router | router.py:311 | Prediction history retrieval completed: user_id=bf76395a-1924-4eec-ba0c-1775baee9bbb record_count=0 total_records=0
